,Description,Label
3384,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3385,brj issue. On re-run job completed successfully.,pos
3386,Wrongly triggered.,pos
3387,rerun after data fix,pos
3388,Job executed successfully at back end.,pos
3389,"Duplicate issue in customer file , contacted the source team , job completed successfully once we received the updated file",pos
3390,housekeeping will be done,pos
3391,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3392,"Due to brj issue, the job was executed in backend.",pos
3393,rerun was successfull after datafix,pos
3394,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected.,pos
3395,Job was cancelled.,neg
3396,The job abended due to the data base login Timeout. the issue was fixed and the job was restarted and completed successfully.,pos
3397,Job executed successfully at back end.,pos
3398,will be run along with next day's batch,pos
3399,Named-pipe error. tbload was released and job re-run successfully.,pos
3400,"
Named-pipe error. tbload was released and job re-run successfully.",pos
3401,batch cancelled,neg
3402,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3403,Failed due to duplicate entries in source file. And source team corrected the file and on re-running job got completed successfully.,neg
3404,"issue with brj scheduler, job has been run manually",pos
3405,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3406,"self lock occurred , completed the job by running the script",pos
3407,Source issue and job re-run once the issue was resolved.,pos
3408,On re-run job completed successfully.,pos
3409,Job was not triggering from brj. Manually executed the job from back end.,pos
3410,"Self lock occurred , completed the job by running the script.",pos
3411,On re-run job completed successfully.,pos
3412,Timed-out. Job re-run.,pos
3413,The job abended due to the brj Environment outage between 20:00 to 20:55 BST. The job was restarted once the services were up and it completed successfully.,pos
3414,Job Reran and completed successfully,pos
3415,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
",neg
3416,"scheduler issue, job has been rerun",pos
3417,Job got failed due to tbload issue. The job was re-executed once the issue was fixed.,neg
3418,Job executed successfully at back end.,pos
3419,JOb got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
3420,"TODS server issue,liasing with admin team",pos
3421,The job abended due to invalid character in one of the field from the source file. The data in the field was manually fixed and the job was restarted and completed successfully.,pos
3422,Job was not triggering from brj. Manually executed the job from back end.,pos
3423,Self-lock occured. Job was killed and completed by running the query manually.,neg
3424,"brj issue , on rerun the job completed successfully.",pos
3425,"On re-run job completed successfully.
",pos
3426,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.,neg
3427,Named-pipe error. tbload was released and job re-run successfully.,pos
3428,The job re-run after deleting the duplicates and completed successfully.,pos
3429,Job was not triggering from brj first time. Re-run was successful.,pos
3430,brj issue. On re-run job completed successfully.,pos
3431,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
3432,Wrongly triggered,pos
3433,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3434,"extraction issue, job has been rerun after the issue was solved",pos
3435,job has been rerun after data fix,pos
3436,self lock ,pos
3437,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3438,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3439,the job was killed and cancelled for the day's run,neg
3440,On re-run completed successfully.,pos
3441,Self-lock occured. Job was killed and completed by running the query manually.,neg
3442,Job completed successfully at back end.,pos
3443,Wrongly triggered.,pos
3444,"file issue, liaisng with source team",pos
3445,"Due to server issues, the job was terminated. On re-running after some time, the job got completed successfully.",pos
3446,The job abended due to the duplicate data issue. Liaising with development team as it is under warranty support.,pos
3447,Duplicates in customer source file. Source team corrected the file and job processed successfully.,pos
3448,Job was marked as completed.,pos
3449,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3450,Self lock issue ,pos
3451,Source file was not available. Later after informing the source team received the file & job completed successfully after re-run. ,pos
3452,Duplicate issue. Job compelted on re-run,pos
3453,Duplicate issue. Job compelted on re-run,pos
3454,"On re-run job completed successfully.
",pos
3455,Wrong alert raised at incorrect time. An incident will be raised to EMS team to address the same.,neg
3456,The job abended due to connection time out error. We have restarted the job once the load in TD box has been reduced.,neg
3457,Wrongly triggered.,pos
3458,Failed due to named piped error and tbload was released and job got completed successfully on re-run.,neg
3459,On re-run job completed successfully.,pos
3460,incorrect deadlines,pos
3461,The job abended due to the Invalid data format issue. The issue was fixed and the job was restarted and completed successfully.,pos
3462,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3463,"The job abended due to the source connection issue, the issue was fixed and the job was restarted and completed successfully.",pos
3464,The job abended as the stream instance was still active. We have manually closed the stream and marked the job as success.,pos
3465,"On re-run job completed successfully.
",pos
3466,will be run along with today's batch,pos
3467,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
3468,"scheduler issue, job has been rerun",pos
3469,"duplicate issue, liasing with Dev team",pos
3470,The job abended due to TNS Listener Failure. The job was restarted after the issue is fixed and it completed successfully.,neg
3471,"data issue  , duplicate issue",pos
3472,The job abended due to duplicate issue. The issue was fixed and the job was restarted and completed successfully.,pos
3473,Issue in source,pos
3474,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
3475,tdata tbload issue. Job re-run successfully after tbload release.,pos
3476,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3477,The job got failed due to duplicate issue. Then issue fixed and job was re-started,neg
3478,The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.,neg
3479,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3480,Wrongly triggered.,pos
3481,On re-run job completed successfully.,pos
3482,Job got failed due to file unavailability.,neg
3483,Source issue and job re-run once the issue was resolved.,pos
3484,Failed due to lock issue and on re-running job got completed successfully.,neg
3485,Job executed successfully at back end.,pos
3486,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3487,Job is executing correctly. Due to TD load its progressing slowly.,pos
3488,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3489,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3490,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,neg
3491,On re-run job completed successfully.,pos
3492,"login time out,job has been rerun",pos
3493,Job has been disabled as it was wrongly triggered (We have kept the schedule in On request),pos
3494,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
3495,Deadline wrongly triggered,pos
3496,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
3497,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3498,Job was not triggering from brj. Manually executed the job from back end.,pos
3499,"source file issue, liasing with source team",pos
3500,Job executed successfully at back end.,pos
3501,Source file not available. Job re-run and completed once the file was available.,pos
3502,job has been rerun ,pos
3503,"TODS server issue,liasing with admin team",pos
3504,Source CRM system is down. batch cancelled.,neg
3505,Job was cancelled.,neg
3506,"source file unavailaibilty, liaising with source team",pos
3507,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3508,The job abended due to NULL Value issues. The issue was fixed and the job was restarted and completed successfully.,pos
3509,self lock occured,pos
3510,The job abended due to the NULL Value issue. The issue was fixed and the job was restarted and completed successfully.,pos
3511,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
3512,Job executed successfully at back end.,pos
3513,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3514,Self-lock occured. Job was killed and completed by running the query manually.,neg
3515,Source issue and job re-run once the issue was resolved.,pos
3516,Named-pipe error. tbload was released and job re-run successfully.,pos
3517,Job got failed due to file unavailability. Then issue was fixed and job was re-started,neg
3518,Failed due to connectivity issue and on re-running job got completed successfully.,neg
3519,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3520,"tbload issue, job will be rerun after releasing the tbload",pos
3521,Source issue and job re-run once the issue was resolved.,pos
3522,Job got failed due to brj issue. Then issue was fixed and job was re-started.,neg
3523,Job has been killed and cancelled as it has been running for longer time.,neg
3524,Source file not available. Job re-run and completed once the file was available.,pos
3525,Job got failed due to brj issue. Then issue was fixed and job was re-started.,neg
3526,On re-run job completed successfully.,pos
3527,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3528,Job got failed due to brj issue. Then issue was fixed nad job was re-started.,neg
3529,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
3530,brj issue.On re-run job completed successfully.,pos
3531,Failed due to connectivity issue and on re-running job got completed successfully.,neg
3532,The job abended as the stream instance was still active. The stream was closed manually and the job was restarted and completed successfully.,pos
3533,On re-run job completed successfully.,pos
3534,"cancelled due to TD outage,will be run in nextday's batch",neg
3535,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3536,Job failed for duplicate issue and it got executed successfull after removing the duplicates from the source file,neg
3537,Confirmed at backend,pos
3538,Source file issue and the job had to be put on HOLD.,pos
3539,"Failed due to duplicate issue in source, and source team have resend the file and on re-processing the job, it got completed successfully.",neg
3540,JOb has been rerun ,pos
3541,Failed due to brj issue and jobs didn't get triggered from backend console but failed in brj and on re-running job got completed successfully,neg
3542,Job completed successfully at back end.,pos
3543,On re-run job completed successfully.,pos
3544,Job got failed due to duplicate issue. Then issue was fixed and job was re-started.,neg
3545,brj issue.On re-run job completed successfully,pos
3546,"On re-run job completed successfully.
",pos
3547,rerun was successful after data fix,pos
3548,The job abended due to TNS Listener Failure. The job was restarted after the issue is fixed and it completed successfully.,neg
3549,The job abended due to the data base login Timeout. the issue was fixed and the job was restarted and completed successfully.,pos
3550,"source file not available, has been rerun after the files are placed",pos
3551,"As per business user's request, the schedule was placed on hold.",pos
3552,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
3553,Job got failed due to duplicate issue. and was re-processed,neg
3554,tdata tbload issue. Job re-run successfully after tbload release.,pos
3555,Job was executed successfully on the re-run.,pos
3556,The job abended due to source file issue. The issue was fixed and the job was restarted and completed successfully.,pos
3557,self lock completed the job by running the script,pos
3558,"On re-run job completed successfully.
",pos
3559,Named-pipe error. tbload was released and job re-run successfully.,pos
3560,Source file issue and the job had to be put on HOLD.,pos
3561,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3562,Job got failed due to connectivity issue and issue resolved and job was re-started.,neg
3563,rerun was successful,pos
3564,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3565,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.,neg
3566,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3567,Self-lock occured. Job was killed and completed by running the query manually.,neg
3568,liainsing with TD/TODS team,pos
3569,Duplicate issue in source file. Job re-run and completed successfully once the file is corrected,pos
3570,The job was cancelled for 3 days as it was causing spool space issue. The process was carried out manually and the batch will be executing by today as per the schedule time.,neg
3571,On re-run job completed successfully.,pos
3572,On re-run job completed successfully.,pos
3573,Job got failed due to file unavailability.,neg
3574,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully",neg
3575,Source file not available. Job re-run and completed once the file was available.,pos
3576,Source issue and job re-run once the issue was resolved.,pos
3577,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3578,Source file not available. Job re-run and completed once the file was available.,pos
3579,brj issue. On re-run job completed successfully.,pos
3580,On re-run job completed successfully.,pos
3581,rerun was successful after data fix,pos
3582,"The schedule was kept on hold due to huge volume of data, because of which the job is taking more time.",pos
3583,brj issue.On re-run job completed successfully.,pos
3584,Source issue and job re-run once the issue was resolved.,pos
3585,Source issue and job re-run once the issue was resolved.,pos
3586,job has been reprocessed ,pos
3587,brj issue. Job re-run once the issue was fixed.,pos
3588,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3589,"Time out issue , on rerun the job completed successfully.",pos
3590,Job didn't ran for past three days as the job was cancelled for the day due to batch delay.,neg
3591,reraun was successful,pos
3592,Job was not triggering from brj. Manually executed the job from back end.,pos
3593,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
3594,rerun was successful after data fix,pos
3595,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.,neg
3596,Source issue and job re-run once the issue was resolved.,pos
3597,Source issue and job re-run once the issue was resolved.,pos
3598,"Failed due to source file unavailability. Once file was available, job was successful on re-run.",pos
3599,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
3600,Source file not available. Job re-run and completed once the file was available.,pos
3601,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3602,Job got executed successfully after the re-run.,pos
3603,Job got failed due to duplicate issue. and was re-processed,neg
3604,job has been rerun after data fix,pos
3605,Self-lock occured. Job was killed and completed by running the query manually.,neg
3606,Job got failed due to connectivity issue. Then  job was re-started.,neg
3607,JOb got failed due to duplicate issue. Then issue has been fixed and job was re-started.,neg
3608,Job executed successfully at back end.,pos
3609,The job abended due to the brj environment issue. The issue was fixed and the job was restarted and completed successfully. ,pos
3610,"scheduler issue, job has been reprocessed",pos
3611,"brj issue , on rerun the job completed successfully",pos
3612,"tbload issue, job has been reprocessed ",pos
3613,On re-run job completed successfully.,pos
3614,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3615,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3616,Named-pipe error. tbload was released and job re-run successfully.,pos
3617,Jobs are kept on hold due to file unavailability.,pos
3618,Unknown exeception occured. Re-run the job from brj.,pos
3619,On re-run completed successfully.,pos
3620,Source file not available. Job re-run and completed once the file was available.,pos
3621,job has been run after data fix,pos
3622,"scheduler issue, job has been rerun",pos
3623,"tbload issue, job has been reprocessed",pos
3624,Job got failed due to invalid date. Then issue got fixed and job was re-started.,neg
3625,The job was wrongly triggered. hence it was killed.,neg
3626,Self-lock occured. Job was killed and completed by running the query manually.,neg
3627,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3628,"On re-run job completed successfully.
",pos
3629,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3630,"TODS server issue, job is progressing in back end",pos
3631,"in warranty support, liaising with dev team",pos
3632,"TODS server issue, job is progressing in back end",pos
3633,Job completed successfully on re-run.,pos
3634,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3635,Job got failed due to data duplicate issue. Then issue was fixed and job was re-started.,neg
3636,Issue with job. Will trigger the job once the spool space issue is resolved.,pos
3637,Named-pipe error. tbload was released and job re-run successfully.,pos
3638,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3639,wrongly triggered,pos
3640,Job was cancelled.,neg
3641,Source file not available. Job re-run and completed once the file was available.,pos
3642,Job was running for long time. Hence job has been aborted.,pos
3643,job will be run along with next day's batch,pos
3644,CRM Source was not available. Later after re-running the job completed successfully.,pos
3645,Named-pipe error. tbload was released and job re-run successfully.,pos
3646,Named-pipe error. tbload was released and job re-run successfully.,pos
3647,Failed due to connectivity issue and on re-running job got completed successfully.,neg
3648,The job abended due to login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3649,"Job executed successfully at back end.

",pos
3650,Job executed successfully at back end.,pos
3651,job has been rerun after datafix,pos
3652,Job executed successfully at back end.,pos
3653,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3654,On Re-running job got completed successfully.,pos
3655,"Duplicates were there in satging date,which was deleted and job re-run successfully.",pos
3656,Job executed successfully at back end.,pos
3657,Job executed successfully at back end.,pos
3658,The job abended due to duplicate data issue. The issue has been fixed and the job has been restarted and completed successfully,pos
3659,"Failed due to brj issue, jobs didn't get triggered in Backend console. And on re-running job got completed successfully",neg
3660,Job stream was kept on hold for more than 3 days and hence received deadline alert for the same.,pos
3661,The job abended due to the TODS server session hang issue. The issue was fixed and the job was restarted and completed successfully.,pos
3662,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
3663,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3664,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3665,Schedule will be released once every week in order to avoid backlogs in BRITE.,neg
3666,Job was cancelled.,neg
3667,"Named-pipe error. tbload was released and job re-run successfully.
",pos
3668,Job got killed because of DB locking issue.we have executed the script manually.,neg
3669,liaising with dev team,pos
3670,Failed due to lock issue and on-rerunning job got completed successfully.,neg
3671,The job abended due to the null value  issue. The issue was fixed and the job was restarted and completed successfully.,pos
3672,Job got failed due to file unavailability. Then issue was fixed and job was re-started.,neg
3673,job will be run along with today's batch.,pos
3674,self lock occurred ,pos
3675,Self-lock occured. Job was killed and completed by running the query manually.,neg
3676,Need to liaise with TD team for this issue,pos
3677,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
3678,On re-run job completed successfully.,pos
3679,rerun was successful,pos
3680,On re-run job completed successfully.,pos
3681,Wrongly triggered.,pos
3682,will be run along with today's batch,pos
3683,Source issue and job re-run once the issue was resolved.,pos
3684,"Login TIme out issue, successful on rerun",pos
3685,job has been reprocessed,pos
3686,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3687,Duplicates in source file.,pos
3688,Job executed successfully at back end.,pos
3689,"self lock ,",pos
3690,The job abended due to the duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3691,Source issue.,pos
3692,Self-lock occured. Job was killed and completed by running the query manually.,neg
3693,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3694,"scheduler issue, job has been reprocessed",pos
3695,Job got failed due to data tbload issue. Then issue has been fixed and job was re-started.,neg
3696,Self-lock occured. Job was killed and completed by running the query manually.,neg
3697,Failed due to lock issue and on re-running job got completed successfully.,neg
3698,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3699,It was wrongly triggered and failed. We have cancelled the job for the day's run,neg
3700,Job was cancelled.,neg
3701,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.,neg
3702,Job executed successfully at back end.,pos
3703,"Job failed due to TODS issue. On re-run, the job was completed successfully.",neg
3704,"Due to issue in source side we had kept the sml Batch on hold , will continue the load by today",pos
3705,Job got failed due to brj issue and job completed on re-run.,neg
3706,Job executed successfully at back end.,pos
3707,The job abended due to duplicate issue. the issue was fixed and the job was restarted and completed successfully.,pos
3708,On re-run job completed successfully.,pos
3709,Job executed successfully at back end.,pos
3710,job has been rerun after data fix,pos
3711,Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,neg
3712,Duplicate issue. Job compelted on re-run,pos
3713,The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.,neg
3714,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3715,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3716,Job got failed due to TODS and scheduler connectivity issue.,neg
3717,"On re-run job completed successfully.
",pos
3718,will be run along with today's batch,pos
3719,job has been reprocessed,pos
3720,Job failed due to TODS connection issue. On re-run the job was completed successfully.,neg
3721,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3722,Wrongly triggered.,pos
3723,brj issue. Job completed after the issue resolved.,pos
3724,"login time out,job has been rerun",pos
3725,Source File Issue. Issue was fixed and the job was restarted and completed successfully.,pos
3726,Job got failed due to TODS and scheduler connectivity issue.,neg
3727,Source issue and job re-run once the issue was resolved.,pos
3728,Batch is progressing correctly.,pos
3729,"tbload issue, job has been reprocessed after releasing tbload",pos
3730,On re-run job completed successfully.,pos
3731,"job was processing slow due to huge volume, will be loaded manually",pos
3732,The jobs completed in TODS console but failed in brj.This is due to brj issue.,neg
3733,Data issue -- count validation failed.,neg
3734,"Time out issue , on rerun the job completed successfully",pos
3735,TD login time out error. Job completed successfully after re-run.,pos
3736,Failed due to named piped error and released tbload and the job got successful on re-run.,neg
3737,DB lock issue which was resolved by running the query manually.,pos
3738,rerun was successful,pos
3739,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
",neg
3740,rerun was successful after data fix,pos
3741,Job got failed due  to duplicate issue. Then isse was fixed and job was re-started.,neg
3742,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3743,Self-lock occured. Job was killed and completed by running the query manually.,neg
3744,"tbload issue, job has been rerun",pos
3745,The job was wrongly triggered from brj,pos
3746,stream has been closed manually,pos
3747,The job abended due to the database login time out issue. The issue was fixed and the job was restarted and completed successfully.,pos
3748,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3749,Job completed successfully.,pos
3750,"The job was hanged at particular step, hence killed and restarted.",neg
3751,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,neg
3752,Job has been disabled as it was wrongly triggered (We have kept the schedule in On request),pos
3753,JOb got failed due to connectivity issue.,neg
3754,Job got failed due to TODS and scheduler connectivity issue.,neg
3755,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
3756,Job got failed due to script failure. Then issue was fixed and job was re-started.,neg
3757,"Self lock occured , completed the batch by running the script",pos
3758,JOb was processed in backend and hence kept on hold ,pos
3759,Job completed successfully at back end.,pos
3760,Job got failed due to data duplicate issue. Then issue has been fixed and job was re-started.,neg
3761,Failed due to source file unavailability. Job will be successful once the file is available.,pos
3762,Self-lock occured. Job was killed and completed by running the query manually.,neg
3763,Failed due to Source BW issue and completed after the issue is resolved by re-run.,neg
3764,The job abended due to database login timeout. The job was restarted and completed successfully.,pos
3765,On re-run job completed successfully.,pos
3766,Self-lock occured. Job was killed and completed by running the query manually.,neg
3767,"Job failed due to login timeout issue. On re-run, the job was completed successfully.",neg
3768,Duplicate records issue. Data cleansed & job re-ran successfully.,pos
3769,The Job Abended as the source file is not received. we have cancelled the batch for the day's run,neg
3770,Wrongly triggered.,pos
3771,Job got failed due to data tbload issue. Then issue has been fixed and job was re-started.,neg
3772,Previous day's batch was not closed. Job re-run once it was closed and completed successfully.,pos
3773,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.,pos
3774,On re-run job completed successfully.,pos
3775,Job was marked as completed.,pos
3776,Job got failed due to CRM source connecitivity issue. Then issue was fixed and job was re-started.,neg
3777,Job got failed due to file unavailability. Then issue was fixe and job was re-started.,neg
3778,Named-pipe error. tbload was released and job re-run successfully.,pos
3779,brj issue. On re-run job completed successfully.,pos
3780,Source file not available. Job re-run and completed once the file was available.,pos
3781,Source issue and job re-run once the issue was resolved.,pos
3782,Job was marked as completed.,pos
3783,"source file unavailability, liaising with source team",pos
3784,Files not available.,pos
3785,files are manually copied,pos
3786,"The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.
",neg
3787,Connection issue.,pos
3788,Self-lock occurred. Job completed by running the query manually.,pos
3789,WRONGLY TRIGGERED,pos
3790,Time out issue,pos
3791,"
Source issue and job re-run once the issue was resolved.",pos
3792,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3793,Wrongly triggered,pos
3794,"source file issue, liaising with dev and source team",pos
3795,The job abended as the source file is not available. Hence confirmed the job as success.,pos
3796,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3797,The Job abended due to database login timeout. The issue was fixed and the job was restarted and completed successfully.,pos
3798,Job got failed due to bad character issue. Then issue was fixed and job was re-started.,neg
3799,Failed due to source and target count validation and job got completed successfully on re-run.,neg
3800,Job completed,pos
3801,BW Open Hub Issue. Job completed successfully after source team fixed the issue.,pos
3802,Job completed successfully on re-run.,pos
3803,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
3804,Failed due to lock issue and on re-running job got completed successfully.,neg
3805,Source file not available. Job re-run and completed once the file was available.,pos
3806,"On re-run job completed successfully.
",pos
3807,JOb got failed due to file unavailability. Then issue was fixed and job was re-started.,neg
3808,The job abended due to the brj environment issue. The issue is fixed and the job was restarted and completed successfully.,pos
3809,Previous batch had not completed due to this the job had failed,neg
3810,"source file issue, liasing with source team",pos
3811,"TODS server issue,liasing with admin team",pos
3812,The job abended due to connection issue. The job was restarted after 5 minutes and it got completed successfully.,pos
3813,Job Abended as its dependent source job is not completed. Job has been restarted once the source job gets completed and it completed successfully.,pos
3814,Source file issue and the job had to be put on HOLD.,pos
3815,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3816,The Batch was delayed as it's previous schedule completion was delayed. The job has been released and it got completed successfully.,pos
3817,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3818,Source file not available. Job re-run and completed once the file was available.,pos
3819,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3820,BW issue. Job completed once by running manually.,pos
3821,On re-run job completed successfully.,pos
3822,Schedule was in held for more than 3days and received the deadline alert.,pos
3823,reraun was successful,pos
3824,Job got failed due to process state failure. Then issue was fixed and job was re-started.,neg
3825,The job abended due to the source file issue. the issue was fixed and the job was restarted with the correct source file and the job completed successfully.,pos
3826,Job got executed successfully on Re-run.,pos
3827,"source file unavailability, liaising with source team",pos
3828,Failed due to lock issue and on re-running job got completed successfully.,neg
3829,Job got failed due to connectivity issue.,neg
3830,job has been rerun after data fix,pos
3831,"Source file not available. Job re-run and completed once the file was available.
",pos
3832,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3833,Job executed successfully at back end.,pos
3834,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3835,Wrongly triggered.,pos
3836,Job completed successfully on re-run.,pos
3837,brj connection issue.On re-run job completed successfully.,pos
3838,job has been rerun and completed successfully.,pos
3839,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
3840,Job got failed due to file unavailability. Then schedule  has been cancelled for the day.,neg
3841,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
3842,"reraun was successful, after data fix",pos
3843,rerun was success,pos
3844,On re-run job completed successfully.,pos
3845,Job got failed due to crm source connectivity issue. Then issue was fixed and job was re-started.,neg
3846,liaising with TD/TODS team,pos
3847,Incorrect deadlines,pos
3848,Job executed successfully at back end.,pos
3849,"Self-lock occurred. Job was killed and completed by running the query manually.
",neg
3850,Self-lock occured. Job was killed and completed by running the query manually.,neg
3851,Job got failed due  to duplicate issue. Then isse was fixed and job was re-started.,neg
3852,"scheduler issue, job has been rerun",pos
3853,Self-lock occured. Job was killed and completed by running the query manually.,neg
3854,job has been rerun after data fix,pos
3855,"tbload issue, job has been reprocessed",pos
3856,BI Batch started by 4:15 am. No Issues.,neg
3857,On re-run job completed successfully.,pos
3858,"brj issue , on rerun the job completed successfully",pos
3859,source file issue,pos
3860,On re-run job completed successfully.,pos
3861,Job got failed due to brj issue. Then issue fixe d and job was re-started.,neg
3862,On re-run job completed successfully.,pos
3863,"Failed due to lock issue and on re-running, job got completed successfully.",neg
3864,"login time out,job has been rerun",pos
3865,Job failed to start in TODS console. Job was executed in backend and after completion the job was marked as completed.,neg
3866,Job executed successfully at back end.,pos
3867,Self-lock occurred. Job was killed and completed by running the query manually.,neg
3868,Source file issue. ,pos
3869,Job got failed due to process state failure. Then issue was fixed and job was re-started.,neg
3870,"login time out,job has been rerun",pos
3871,issue in source file,pos
3872,Source issue and job re-run once the issue was resolved.,pos
3873,On re-run job completed successfully.,pos
3874,files are manually copied,pos
3875,On re-run job completed successfully.,pos
3876,"login time out,job has been rerun",pos
3877,Self-lock occured. Job was killed and completed by running the query manually.,neg
3878,"duplicate issue, job has been rerun after data fix",pos
3879,job has been reprocessed after data fix,pos
3880,Failed due to issue in Source BW end and on re-running job got completed successfully.,neg
3881,Self-lock occured. Job was killed and completed by running the query manually.,neg
3882,JOb got failed due to incorrect date format. Then issue was fixed and job was re-executed.,neg
3883,Failed due to lock issue and on re-running job got completed successfully.,neg
3884,Job completed successfully on re-run.,pos
3885,Self-lock occured. Job was killed and completed by running the query manually.,neg
3886,Job got failed due to duplicate issue. Then issue was fixed and job was re-started and completed.,neg
3887,Failed due to source file not available and once the file was available job got completed successfully.,neg
3888,On re-run job completed successfully.,pos
3889,On re-run job completed successfully.,pos
3890,"TODS server issue ,job has been reprocessed after server reboot",pos
3891,Due to CRM system is down job got failed. Batch cancelled.,neg
3892,Job got failed due to tbload issue. Then issue was fixed and job was re-started.,neg
3893,job has been reprocessed after data fix,pos
3894,On re-run job completed successfully.,pos
